population_size,beta,unsafe,club,falsebeard,integrity
50.0,0.01,0.33012882947378763,0.2817899742785924,0.20210934003459977,0.7788170405142244
50.0,0.05,0.1541031605685489,0.38748330413194576,0.11447456658389885,0.8766648970057098
50.0,0.2,0.08402903941778608,0.4246604266239913,0.07697678476986582,0.9179368315617444
100.0,0.01,0.22576014622834528,0.3468469157114989,0.1439490383580523,0.8439873446504814
100.0,0.05,0.0899182888714175,0.4158369744349806,0.07398810679721839,0.9199386286506469
100.0,0.2,0.05681488649594367,0.44656373222610224,0.05490550793554844,0.9424622921603373
200.0,0.01,0.13983616757836556,0.39405268288717654,0.09828157792691772,0.8941845072205098
200.0,0.05,0.06049236421845458,0.4301136074892543,0.053555107470744295,0.9420224058283898
200.0,0.2,0.04434477314789847,0.46179586015653995,0.044263112259834037,0.9544190033201804
