setting,unsafe,club,falsebeard,mark_lift,integrity,social
0.0,0.0899182888714175,0.4158369744349806,0.07398810679721839,0.015534651964468682,0.9199386286506469,39.10589374529424
1.0,0.07845754507903241,0.4352355103563783,0.052283341122337915,0.028102065404627452,0.9445721495367113,41.49238011206896
2.0,0.07272576192805258,0.4482593351296822,0.038192996881894016,0.03725705180138861,0.9600980356818393,42.6782919430167
3.0,0.06999042941621943,0.45666795144317496,0.028698447379070298,0.04381544146754335,0.9703018468991784,43.238922674255164
4.0,0.06862696966751194,0.46156158738765496,0.022050667319719164,0.048143178268851505,0.9772985030187106,43.51605380734799
5.0,0.0680460175218698,0.4642579906864933,0.017416902864390862,0.05088952550609516,0.9821153737781203,43.63193189563727
6.0,0.06797981796586758,0.4650857786895771,0.014093413663425959,0.052885858681282594,0.9855242649552406,43.64282187044509
7.0,0.06808307605314899,0.46547007308121424,0.011629979702053986,0.0542903154016825,0.9880481778513209,43.61893862598095
8.0,0.06817405247017952,0.4659037472981171,0.00980733540968703,0.05526419828992457,0.9899212770165882,43.59780188883127
9.0,0.06823764653754769,0.46629114070194105,0.008424574354050775,0.055946303269102104,0.9913437474615109,43.582749531812354
10.0,0.06826583520670773,0.46678038420294166,0.007355689446463484,0.05634908664566329,0.9924465558428709,43.57509973825296
11.0,0.06827903079708073,0.4672389851455123,0.006509495488542001,0.056572376771993116,0.9933199951426083,43.57077918386285
12.0,0.06827715816542627,0.46764999134263996,0.005826043085621726,0.056676920140987797,0.9940252940484905,43.5698288720183
13.0,0.06825383937734147,0.46802411169911345,0.005256130823824657,0.05668909993667692,0.9946131992358728,43.57355887628542
14.0,0.06820336555000625,0.4683864895183331,0.004759147498988472,0.05662452192175049,0.9951257309206742,43.583104972307915
15.0,0.06814315337682458,0.46881423261249333,0.004313805961846099,0.05653308635616361,0.9955854836080016,43.594605581793815
16.0,0.06805464346690372,0.46957249087686614,0.0038517926540367693,0.056425084809619386,0.9960643829974705,43.611377940601315
17.0,0.06798816284764005,0.47016407748888894,0.003471903357890291,0.056334482998319224,0.9964567942506954,43.62391066763407
18.0,0.06797182623677953,0.4704776489122673,0.003180142208321197,0.056292753328732736,0.9967564991975573,43.626499291976366
19.0,0.06801123809982827,0.47088215078650186,0.0028739021412849106,0.056280541822165464,0.9970711824224329,43.617072592726544
20.0,0.06803097652156152,0.4710455156232338,0.0025885680005825243,0.05627535599821165,0.9973627355335315,43.61233312237872
21.0,0.0680222595914492,0.4711044065367287,0.0023748477554121294,0.056277754185356854,0.9975806406878971,43.61390997080985
22.0,0.0680145115860504,0.47124904025274683,0.002205925162364308,0.0562911924674071,0.9977532886985878,43.61514599833555
23.0,0.06801787317938862,0.47163659124591584,0.001995110485797609,0.0563308370171014,0.9979695382486277,43.61348611920689
