setting,unsafe,club,falsebeard,mark_lift,integrity,social
0.0,0.8114766723700517,0.0820745113873155,0.5986313054810777,0.03907960098937177,0.2825499267795993,-113.10977684597901
0.01,0.76812272646459,0.10170121636526114,0.5618183303116019,0.04689736643084344,0.3304544808470721,-103.96883065472011
0.02,0.7141590006798543,0.12644102053321873,0.5173529086327288,0.05571641377033354,0.38797287887115744,-92.58978336710524
0.03,0.6449880281731701,0.15838995200144207,0.462664897421133,0.06435150862791056,0.45806851937650706,-78.0021355169792
0.04,0.5516162483504129,0.20143674170069897,0.3928649268659941,0.0696785013089522,0.5460404820006285,-58.30691082789081
0.05,0.42377880434025744,0.25981726894000207,0.3026353066122616,0.06503775157811453,0.656468771250753,-31.335878012415673
0.06,0.27920101683294574,0.325907754068888,0.20370760879077376,0.04756008317113469,0.7730530704498937,-0.8289801924084728
0.07,0.17536124684671756,0.37474465434859394,0.13268387770072543,0.030317296389324344,0.8542741474256466,21.080941420417997
0.08,0.12616027661654033,0.39875627642521566,0.0987272196367783,0.021653826603986626,0.8924684730380044,31.460391192049972
0.09,0.10356932419064063,0.409678944986434,0.08317573720573927,0.017819807499193208,0.9097924382776759,36.225803407397244
0.1,0.0899182888714175,0.4158369744349806,0.07398810679721839,0.015534651964468682,0.9199386286506469,39.10589374529424
0.11,0.07951250721755072,0.4200165589454979,0.06723364391024968,0.013648862331894107,0.9273226179296497,41.30219830744642
0.12,0.0708593310649328,0.42310813400032143,0.0618692691743691,0.01192425712222478,0.9331427526462232,43.12934269751418
0.13,0.06364414172102348,0.42578091993095446,0.057649475818961605,0.010500207293485553,0.9377460632469349,44.65270905763332
0.14,0.05764691002045984,0.42845021081691026,0.0544015753018705,0.0094282259530305,0.9413559218833829,45.918098301838434
0.15,0.052577143252129296,0.4311816084893704,0.05191875835029107,0.008601152510953836,0.9441838487476363,46.986910550983254
0.16,0.04827834710920523,0.4335594696991671,0.04999479310402441,0.007908839961994318,0.9463894559507945,47.89311567804934
0.17,0.044601364008685085,0.4354783356412586,0.0484936155402933,0.007295267922348692,0.9481049016716716,48.66851475028574
