setting,unsafe,club,falsebeard,mark_lift,integrity,social
0.0,0.07746374349556588,0.26160212179224124,0.1386967928614334,-0.06444372496824391,0.6833881959654915,42.06711094332298
1.0,0.07581498104964147,0.2784934232154563,0.1261260063566862,-0.056966370825145995,0.716236106225536,42.38046705147019
2.0,0.0742736704998219,0.2945878046162101,0.11464230965358072,-0.049872338340732014,0.745854425552471,42.67282957485519
3.0,0.07284276960897082,0.3097390556762132,0.10427008848147291,-0.04319366043955619,0.7722211218396132,42.94386794446862
4.0,0.07152269406421413,0.32385876030691496,0.09501210636527327,-0.036937567058709764,0.7954165584758354,43.193674141788
5.0,0.0703129489746147,0.3369106416693558,0.08683328878655128,-0.0310996330736516,0.815623965871219,43.42242223322856
6.0,0.06921285881830529,0.34889972187840845,0.07965963792920244,-0.025670059891762298,0.833110599486124,43.63023348983462
7.0,0.06822139037442115,0.359859967178753,0.07338840364653106,-0.020634166286602085,0.8481950776104428,43.817240494674486
8.0,0.06733669434670816,0.3698416720408132,0.06790230579771454,-0.015971511740063615,0.8612122511584763,43.98371285094816
9.0,0.06655591484477039,0.3788996799641717,0.06308237589272078,-0.0116568822709755,0.8724846172954627,44.13012402951122
10.0,0.06587536643001617,0.3870851243503213,0.05881748049380809,-0.007663808669784333,0.8823035226819782,44.25713203563173
11.0,0.06529081171283646,0.39444285984100375,0.05501043288412154,-0.0039692832585206395,0.8909195406264387,44.365526074855225
12.0,0.0647975348612405,0.40101339287354715,0.051580739504490096,-0.0005571413371685541,0.8985403010586764,44.45620676017515
13.0,0.06439017290297791,0.4068360365504398,0.04846427548067115,0.002581926248688804,0.9053337358611174,44.5302153862923
14.0,0.06406252573477528,0.4119516110772523,0.04561105452826437,0.0054535654274456835,0.911434164190685,44.588769279846446
15.0,0.06380754366435419,0.41640502310713867,0.04298266108931559,0.008064245698766515,0.9169485719905962,44.63326035053852
16.0,0.06361748575930457,0.4202479082706483,0.04055032655889835,0.01042512743122781,0.9219614249223096,44.66521762118888
17.0,0.06348413230785574,0.42354044805709956,0.03829361999550688,0.01255424270168104,0.9265379770400015,44.68625977961407
18.0,0.06339902391357852,0.426351013126419,0.03619902740041962,0.014476560994767795,0.9307272950547592,44.6980455583208
19.0,0.06335380325943923,0.428752987031956,0.03425781441329597,0.01622197903890621,0.9345661777518829,44.70220655375863
20.0,0.06334064653141236,0.43081977772436525,0.032463410968032604,0.017821959905149787,0.9380838335794383,44.70026343010157
21.0,0.06335261785928104,0.4326201007761993,0.030809209277588467,0.01930613305476958,0.9413060011959014,44.69355765286985
22.0,0.06338384738666478,0.4342146748503847,0.029287345177867907,0.020699991105265547,0.9442575169507856,44.683218539007036
