setting,unsafe,club,falsebeard,mark_lift,integrity,social
0.0,0.0899182888714175,0.4158369744349806,0.07398810679721839,0.015534651964468682,0.9199386286506469,39.10589374529424
0.1,0.07932482742916203,0.4165799908685982,0.06842299569870365,0.01278233759489611,0.9255832449100503,41.348746106811376
0.2,0.07057555594542667,0.41538853947364474,0.06453606914391487,0.010147330726417603,0.9292934689786473,43.2047029899783
0.3,0.06350060164468388,0.4138452969138547,0.06220753336160921,0.008155804536283173,0.931402416416046,44.70673611419624
0.4,0.05755564136461485,0.41212120401236096,0.061090700939669784,0.006595336486393877,0.9322570500421135,45.96979897809841
0.5,0.05252550452365706,0.4092030157302884,0.06091484206517294,0.00520054083171595,0.9319611905060654,47.04148467643996
0.6,0.04819513959040381,0.4049891672997906,0.061540313488142186,0.003893994501741549,0.9306187648431442,47.96754849030864
0.7,0.04436427464996347,0.39946021999755743,0.06286211716467312,0.0026791029665736987,0.9282979500151303,48.79047736188062
0.8,0.04090203429765525,0.3924171925218933,0.06478181406151937,0.0015844656006593905,0.9250162687949454,49.5384171785027
0.9,0.03789831393306238,0.38544765953891635,0.06729099278785189,0.000615804405216136,0.9210183107601109,50.189023844029606
1.0,0.03525999099022345,0.3785923053443767,0.07030895026530988,-0.0001970185924916601,0.916378974053946,50.761976818195784
1.1,0.032904672559584514,0.3718393241349444,0.07376362493778842,-0.0008411308495470671,0.9111594643079827,51.27476800167776
1.2,0.030786062340563265,0.3653937674887685,0.07759190919560588,-0.0013202301102342995,0.905466762962329,51.736784706048695
1.3,0.028869882585004475,0.35949945368892744,0.08173850062096301,-0.0016398342689167844,0.8994264445937109,52.154809779052655
1.4,0.02713430174148641,0.35440197991534733,0.08616210297861368,-0.0018127993109282592,0.8931707037648962,52.53301373467191
1.5,0.02556478301197982,0.3500642098413239,0.09080606172347035,-0.0018882527636949753,0.8867912009158406,52.8745290850849
1.6,0.024139618908755222,0.34651077081510834,0.09562014029724812,-0.0018791449511481595,0.8803882224519135,53.18390720906015
1.7,0.02284458821937176,0.3438407840966679,0.10056446437947354,-0.001784109421963831,0.8740756552474156,53.46398350982187
