setting,unsafe,club,falsebeard,mark_lift,integrity,social
0.0,0.0583976752463292,0.02428531991859471,0.552697969258028,-0.019030385465859556,0.051801561967337484,46.60169265527901
0.2,0.05870712581634842,0.03292104604562056,0.5378513294588368,-0.01614563437067873,0.06844320742325413,46.40980118873871
0.4,0.05960267391598019,0.047253542037051385,0.5092051859107996,-0.014178659548549133,0.0972826835294864,46.09267137426891
0.6,0.061163981882636234,0.07122842223098036,0.45999884205919545,-0.013364834039426343,0.14877442937586358,45.63735233610032
0.8,0.06309434866808897,0.10906962872768446,0.38832857315664987,-0.013232270412805613,0.23669944958099703,45.11204003549276
1.0,0.06461518663409982,0.1615220428560811,0.3035353522546087,-0.012067101628863042,0.36642577780785296,44.68522157288729
1.2,0.06500493652663938,0.22276173187796738,0.2230012769112763,-0.007944376975235423,0.5178918521340629,44.509897020102564
1.4,0.06425254402269448,0.28300280260685007,0.1595316291380832,-0.001004245753608246,0.6545319078480809,44.58841689181668
1.6,0.06294050984687724,0.3340852804049735,0.11538987593104669,0.006691859528127342,0.7548532870695414,44.79979855636011
1.8,0.061690339059422984,0.37238682515169264,0.08651135181491615,0.01337289134153552,0.8203750182425141,45.01483516991963
2.0,0.06084106941063272,0.3984533516695661,0.06776193345267081,0.018477082889005403,0.8617318624648954,45.161242778540654
2.2,0.060453287593920345,0.4150590067063641,0.05517876405067483,0.022204007166446882,0.8885258819858144,45.22298542891327
2.4,0.06044516001757211,0.4252961929500598,0.04622919104299666,0.024952489099820285,0.9069879757237738,45.21345250654254
2.6,0.06070263547195344,0.43159101595567584,0.039450772211794605,0.027070337981927817,0.920653161779282,45.153528675554554
2.8,0.061124569630950795,0.43555759850695086,0.03405686447488086,0.028816026765920433,0.9313857149934283,45.06232210240966
3.0,0.061629818554596774,0.4382035385973365,0.02964667740538078,0.0303813884903108,0.9401204463544356,44.955418132692614
3.2,0.06215466430155165,0.4401570214473888,0.026016294575351043,0.03190814561825328,0.9473211797637954,44.845166600636546
3.4,0.06265405360448478,0.441802071489784,0.023041275488906738,0.03348562579816361,0.9532524142224413,44.740330481155574
3.6,0.06310306711984374,0.44335241142823467,0.020619322177280294,0.03514880456242098,0.9581145606493352,44.64574216727773
3.8,0.06349565081913958,0.4449022655241914,0.01864871298796295,0.03688969804384512,0.9620995836990283,44.56253084513966
4.0,0.06384017866733234,0.4464644626048731,0.017026848778633693,0.03867632690080136,0.9654004330977193,44.489000730046975
4.2,0.06415048028925803,0.44801399980755774,0.015664440504860214,0.040472180079349496,0.9681863483414676,44.42239978405621
4.4,0.06443857450891685,0.4495228261565679,0.014495026032721302,0.04224794914605523,0.9705847561172521,44.36034375605008
4.6,0.06471237710726946,0.45097255702259775,0.013473168486489447,0.043983922784700646,0.9726839124867286,44.30126387375325
4.8,0.06497615324142131,0.4523539910836299,0.012568491726123517,0.04566775562661707,0.9745436014065517,44.24431780038142
5.0,0.06523165951165602,0.4536636725897656,0.011760332923203526,0.047291580464849714,0.9762050017510508,44.18916377615167
5.2,0.06547916361282007,0.4549011875980767,0.011034057113258515,0.04884994244193053,0.9776976115625569,44.135757539248935
5.4,0.06571813854633188,0.4560675799998021,0.010378785025927028,0.05033865666612014,0.9790435717259883,44.08421346432582
5.6,0.06594767689793894,0.4571645402926301,0.009786052783060866,0.05175428861852216,0.9802602417822293,44.034721501918725
5.8,0.06616672650400428,0.45819403437036743,0.009249017692471048,0.05309397427690621,0.9813617399323268,43.987499834018024
6.0,0.06637422669609469,0.4591581597893752,0.008761970890360493,0.054355402347780024,0.9823598962022785,43.94276741713918
6.2,0.06656919195494153,0.4600591100295917,0.008320024344487193,0.05553686294405247,0.9832648695477498,43.900727038960326
6.4,0.06675076722127614,0.460899183439043,0.007918901486915113,0.05663731391332627,0.9840855636217084,43.861554043337094
6.6,0.06691826638906169,0.4616808044198395,0.007554793226819688,0.05765643991333391,0.9848299145250307,43.82538843210425
6.8,0.06707119900696826,0.4624065407975434,0.00722425766198942,0.05859469126621164,0.9855050924135985,43.79232935568762
7.0,0.06720928712324628,0.46307911005454166,0.00692415031682066,0.05945329600718252,0.9861176426172902,43.76243162254316
7.2,0.06733247291122532,0.4637013719410512,0.006651576252377321,0.060234242510255886,0.9866735832667853,43.73570411428629
7.4,0.06744091735876728,0.46427630778906614,0.006403857932823288,0.06094023298234641,0.987178471519309,43.71211005950253
7.6,0.06753499044226463,0.46480698854052166,0.006178514279031639,0.06157461045558166,0.9876374474566583,43.69156908584837
7.8,0.06761525357174347,0.46529653447400643,0.005973247381360982,0.06214126377649132,0.9880552626760982,43.67396089038871
8.0,0.06768243551791503,0.4657480700664075,0.005785934120585586,0.06264451644352087,0.9884362990503672,43.65913027709769
8.2,0.0677374033994,0.46616467746813617,0.005614620575998372,0.06308900591553313,0.9887845818753395,43.646893231897536
8.4,0.06778113054581153,0.4665493517890096,0.005457517636221903,0.06347956017767031,0.989103790551771,43.63704365471873
8.6,0.067814663124613,0.46690496087351363,0.005312996692107258,0.06382107794393421,0.989397269021641,43.62936035218913
8.8,0.06783908732586176,0.46723421157906986,0.005179584687586021,0.06411841799737017,0.9896680373897013,43.6236139138365
9.0,0.06785549866398766,0.46753962384676256,0.005055958132994592,0.0643763019597191,0.9899188055075816,43.61957314384497
9.2,0.06786497462198346,0.46782351314609716,0.004940935945326304,0.06459923340320628,0.9901519887822966,43.61701079049956
9.4,0.06786855147948342,0.46808798124373197,0.0048334711725166015,0.06479143482154015,0.9903697260898483,43.61570839619984
9.6,0.0678672057790127,0.46833491472911704,0.0047326417888246845,0.06495680269458903,0.9905738994182754,43.61546017243453
9.8,0.06786184053160267,0.46856599034565866,0.00463764082323437,0.0650988798020572,0.9907661547175735,43.61607587848426
10.0,0.06785327597035572,0.46878268592776806,0.004547766112205538,0.06522084311927967,0.9909479233771603,43.61738274428413
10.2,0.06784224444117291,0.4689862956214247,0.004462409962722891,0.06532550507699841,0.9911204437637772,43.619226524126844
10.4,0.06782938887567583,0.4691779480527176,0.004381048981900456,0.06541532567263886,0.9912847823131274,43.621471798295666
10.6,0.06781526421579315,0.46935862618886015,0.00430323428475069,0.06549243285028528,0.9914418537587284,43.62400165564757
10.8,0.06780034113894944,0.4695291877949158,0.00422858223947158,0.0655586486738341,0.9915924401869111,43.6267168944708
11.0,0.06778501145042592,0.4696903856274445,0.004156765854153438,0.06561551905710372,0.9917372087192271,43.62953487514141
11.2,0.06776959454301626,0.46984288684918935,0.004087506850241996,0.06566434514180064,0.9918767277431441,43.63238815085056
11.4,0.0677543443433932,0.4699872916865596,0.004020568399063403,0.06570621479746963,0.9920114817549246,43.63522299824337
11.6,0.06773945611759075,0.4701241523134152,0.0039557483962425945,0.06574203314019911,0.9921418850920168,43.637997978984714
11.8,0.06772507229284874,0.47025399488778324,0.0038928729613627016,0.06577255144514271,0.992268295230396,43.640682707078135
12.0,0.06771128584991769,0.4703773518770141,0.003831789453570045,0.06579839442646074,0.9923910271673959,43.643257120574326
